airportIataCode,terminal,terminalDisplayName,concourse,concourseDisplayName,gate,locationDisplayName,gateDisplayName,displaySequence,geoPointLocation,isDefaultLocation,includeInGateMap,gpsRangeInMeters,isPresecurityLocation,requiresDeliveryInstructions,deliveryLimitedToPerHourOffset
DEN,Term,Terminal,,,-48,Terminal-Hotel Lobby ,Hotel Lobby ,30,"39.84765686448943, -104.67411712549371",N,Y,50,N,N,0
DEN,Term,Terminal,,,-49,Terminal-TSA S Entrance,TSA S Entrance,53,"39.84829234678484, -104.67391502745359",N,Y,50,N,N,0
DEN,Term,Terminal,,,-50,Terminal-Baggage Claim 7-9,7-10 Baggage Claim,16,"39.84861973986638, -104.6731338525401",N,Y,50,N,N,0
DEN,Term,Terminal,,,-51,Terminal-Baggage Claim 4-6,4-6 Baggage Claim,15,"39.84950145982752, -104.67314623972398",N,Y,50,N,N,0
DEN,Term,Terminal,,,-52,Terminal-Baggage Claim 1-3,1-3 Baggage Claim,12,"39.85027040820698, -104.67311615656202",N,Y,50,N,N,0
DEN,Term,Terminal,,,-53,Terminal-LV 5 NE Lounge,Lv 5 NE Lounge,37,"39.85013536755174, -104.67356336563861",N,Y,50,N,N,0
DEN,Term,Terminal,,,-54,Terminal-Epic Mtn. Expr. ,Epic Mtn. Express,26,"39.850359089674015, -104.67353943338459",N,Y,50,N,N,0
DEN,Term,Terminal,,,-55,Terminal-PRl Office,PRl Office,38,"39.84992397493924, -104.67361164393266",N,Y,50,N,N,0
DEN,Term,Terminal,,,-56,Terminal-City Conference Center,City Conference Center,20,"39.85015900632771, -104.67419561119289",N,Y,50,N,N,0
DEN,Term,Terminal,,,-57,Terminal-TSA N Entrance,TSA N Entrance,50,"39.85059782001161, -104.67390716675934",N,Y,50,N,N,0
DEN,Term,Terminal,,,-58,Terminal-Baggage Claim 14-16,14-16 Baggage Claim,14,"39.849491075210054, -104.67465094136958",N,Y,50,N,N,0
DEN,Term,Terminal,,,-59,Terminal-Baggage Claim 10-12,10-13 Baggage Claim,13,"39.848624465346155, -104.6746793625866",N,Y,50,N,N,0
DEN,Term,Terminal,,,-60,Terminal-Jobsite ,Terminal Jobsite ,46,"39.849635811873576, -104.67390645323805",N,Y,50,N,N,60
